model,galaxy,true_f_lambda_opt,pred_f_lambda,exact_factor_match,abs_factor_error,best_possible_error,best_possible_verdict,bridge_error_pred,bridge_verdict_pred,beta_grav_pred,beta_mod_bridge_pred,beta_mod_ML_pred
rf_regressor,UGC04325,0.5,2.0,False,1.5,0.2727181775671535,moderate_bridge,0.2825932573758333,moderate_bridge,0.7837437920169941,1.883741785021332,2.625765375623437
rf_regressor,UGC04483,0.5,0.5,True,0.0,0.076672156016291,strong_bridge,0.076672156016291,strong_bridge,0.5108578995611985,1.4127407346426288,1.5300532133281524
rf_regressor,UGC04499,1.5,0.5,False,1.0,0.1343833779007635,strong_bridge,0.1628305702161311,strong_bridge,0.385581486786668,1.196513646193789,1.4292371455831727
rf_regressor,UGC05005,0.5,0.5,True,0.0,0.117137750817056,strong_bridge,0.117137750817056,strong_bridge,0.4383439892442329,1.2875817254355462,1.458417467308354
rf_regressor,UGC05253,0.5,1.0,False,0.5,0.0045642533310297,strong_bridge,0.2812585436280369,moderate_bridge,0.2768122497433594,1.0087779430570385,1.4035338216736666
rf_regressor,UGC05414,0.5,0.5,True,0.0,0.0602756876988976,strong_bridge,0.0602756876988976,strong_bridge,0.5591796107006424,1.4961440080693087,1.5921095032709134
rf_regressor,UGC05716,3.0,1.0,False,2.0,0.243865067627534,moderate_bridge,0.2607248827031646,moderate_bridge,0.6173422439551519,1.5965327130665925,2.1595921135616267
rf_regressor,UGC05721,1.5,1.5,True,0.0,0.0513874099983161,strong_bridge,0.0513874099983161,strong_bridge,0.5217132727975988,1.4314771088486555,1.5090218324491294
rf_regressor,UGC05750,2.0,1.0,False,1.0,0.2108156599951271,moderate_bridge,0.2388953092632381,moderate_bridge,0.7613984165112933,1.8451736668984924,2.424336217284818
rf_regressor,UGC05764,0.5,0.5,True,0.0,0.0554388700827062,strong_bridge,0.0554388700827062,strong_bridge,0.4769608291271083,1.3542343910733892,1.433718102704445
rf_regressor,UGC05829,2.0,1.5,False,0.5,0.2610321624327157,moderate_bridge,0.2777155351913257,moderate_bridge,0.7911642752290393,1.896549539045322,2.625765375623437
rf_regressor,UGC05918,1.0,1.0,True,0.0,0.1610496707873508,strong_bridge,0.1610496707873508,strong_bridge,0.8449254329543705,1.989341297279244,2.3712265530025247
rf_regressor,UGC05986,1.0,1.0,True,0.0,0.1747769885685193,strong_bridge,0.1747769885685193,strong_bridge,0.8260664639948048,1.956790716855033,2.3712265530025247
rf_regressor,UGC05999,0.5,0.5,True,0.0,0.0517236828454416,strong_bridge,0.0517236828454416,strong_bridge,0.5026690141819632,1.3986067184780686,1.4748936498538658
rf_regressor,UGC06399,0.5,0.5,True,0.0,0.1428491464158061,strong_bridge,0.1428491464158061,strong_bridge,0.6800868327283434,1.7048298732891207,1.4917365766390025
